"","patient","polar_ 1","polar_ 2","polar_ 3","polar_ 4","polar_ 5","polar_ 6","polar_ 7","polar_ 8","polar_ 9","polar_ 10","polar_ 11","polar_ 12","polar_ 13","polar_ 14","polar_ 15","polar_ 16","polar_ 17","polar_ 18","polar_ 19","polar_ 20","polar_ 21","polar_ 22","polar_ 23","polar_ 24","polar_ 25","polar_ 26","polar_ 27","polar_ 28","polar_ 29","polar_ 30","polar_ 31","polar_ 32","polar_ 33","polar_ 34","polar_ 35","polar_ 36","polar_ 37","polar_ 38","polar_ 39","polar_ 40","polar_ 41","polar_ 42","polar_ 43","polar_ 44","polar_ 45","polar_ 46","polar_ 47","polar_ 48","polar_ 49","polar_ 50","polar_ 51","polar_ 52","polar_ 53","polar_ 54","polar_ 55","polar_ 56","polar_ 57","polar_ 58","polar_ 59","polar_ 60","polar_ 61","polar_ 62","polar_ 63","polar_ 64","polar_ 65","polar_ 66","polar_ 67","polar_ 68","polar_ 69","polar_ 70","polar_ 71","polar_ 72","polar_ 73","polar_ 74","polar_ 75","polar_ 76","polar_ 77","polar_ 78","polar_ 79","polar_ 80","polar_ 81","polar_ 82"
"484",484,21,24,30,44,56,81,88,99,154,179,159,258,258,263,416,500,541,411,488,817,672,613,975,1120,1174,992,1321,1103,928,1749,1441,1994,1652,1383,2182,2342,2575,1485,2559,2434,3011,2001,3694,3243,3739,3361,2680,4585,3221,3124,3475,2828,5166,3582,4369,4542,4070,5126,6461,6016,5777,4151,5261,8068,7555,5995,6399,7491,9533,5764,7483,6697,5596,7474,9684,11024,9431,11005,11201,7372,11771,9510
"485",485,21,26,29,50,45,60,72,123,177,189,203,184,235,303,313,362,480,455,522,630,866,521,792,621,811,759,1048,1469,1254,1242,1292,1583,1568,1324,1651,2129,1590,2594,2621,2886,2677,2115,2615,2091,2715,3424,2378,2582,3241,3597,3935,4367,3778,5018,5004,3515,5970,5215,5942,5289,3822,5166,5642,7367,5890,8302,5727,7583,7354,5803,9031,6198,9495,7849,5738,6406,11728,10346,8743,12483,6631,12490
"486",486,22,24,38,43,62,87,80,127,102,134,142,225,301,220,436,506,530,446,454,707,516,791,1006,880,895,750,894,1442,1098,1606,1139,1706,1983,2200,1995,2294,2170,2699,1871,2505,2904,3009,2212,3026,2827,4182,2257,3868,2759,3896,3450,3757,5043,5513,5354,4483,4718,5464,4885,6414,5191,7375,4810,5857,5915,5525,8892,5385,5198,7389,8411,9726,6658,6754,7449,10666,9672,6351,10392,9852,11883,9536
"487",487,22,24,29,46,68,61,104,141,160,198,157,172,337,386,274,336,418,563,504,531,590,884,860,750,747,1088,1353,1086,1118,1796,1749,1821,1199,2188,1709,1425,1562,2640,2267,1819,1826,1893,3417,3612,2313,3658,3095,4257,3887,3229,3094,3804,5018,3014,5218,3952,6447,4871,3688,5720,6772,6718,5708,6433,8039,7498,6564,8939,6707,5921,8715,6421,5662,8622,9589,10249,7391,10873,9812,12811,8272,11183
"488",488,21,26,38,39,63,75,98,102,165,148,261,185,303,277,319,527,525,465,606,800,890,561,686,693,1036,1064,842,1372,905,1531,1923,1661,2196,1405,2112,1796,1654,2172,2021,1785,3380,2926,2830,2612,2936,2604,3723,3528,3381,2556,4553,5060,4206,5747,5225,5657,5691,5426,4036,3731,6321,3871,4924,6242,4890,7742,6519,7191,5191,8252,10062,7475,6029,7161,9926,8986,9462,8522,7690,10524,10305,13436
"489",489,21,27,33,49,46,60,117,125,138,190,232,306,341,272,347,432,456,366,466,633,844,773,1039,960,869,742,1187,985,1548,1538,1759,1422,1837,1792,2327,1634,2727,2189,2843,2271,3174,2402,2433,2447,2490,3594,3227,2889,3759,3501,5085,3004,5063,4604,3237,4321,5863,4066,5939,6779,5101,6177,4429,6342,6726,5869,6586,8170,5261,5186,8745,6970,10354,10629,6194,9814,6587,9632,9894,7828,12288,9074
"490",490,22,27,29,52,47,91,78,101,179,209,257,305,288,310,352,401,543,502,386,500,660,885,585,924,956,832,1315,939,911,1418,1366,1871,2184,1461,2428,1919,2388,2716,1565,2836,2873,2510,3133,3271,3383,2740,3795,4137,4027,3897,5220,4684,3745,4707,3264,4266,3494,4555,5856,6450,5644,6842,4647,6678,7386,6910,6776,6788,5954,5100,5714,7540,10359,9357,10134,10997,8717,6443,7423,10575,10359,10404
"491",491,21,28,30,40,68,64,104,107,143,130,234,274,349,296,392,362,559,483,441,444,473,691,943,1046,934,762,1121,1137,1616,1255,1541,1500,1799,1510,1632,1773,2121,2725,2981,2281,2577,2861,2243,3660,2756,2750,2954,3649,3547,2727,4929,3103,2853,5554,5557,3919,6246,5686,5310,3912,4309,5221,6078,5247,4429,4399,8538,8459,7048,5390,5677,8941,6410,7947,9208,10086,6098,7386,7255,8315,7146,9738
"492",492,22,26,34,42,52,78,84,148,101,162,184,219,283,327,389,383,477,466,724,447,642,698,994,640,930,787,849,1137,1606,1741,1679,2035,1332,1728,1338,2597,2137,2483,2875,2257,2575,3376,3381,2167,2919,2587,3208,3521,3064,3033,3631,2753,4291,4061,3934,3504,3928,4212,4331,5262,4600,4463,5550,7058,6283,7918,6047,6260,9211,7048,5364,9857,10673,8052,7304,9485,7798,8580,12060,10765,7518,13264
"493",493,21,28,37,51,56,83,112,127,175,190,241,243,190,366,383,520,566,439,576,634,613,985,724,909,699,895,1467,1544,1078,1747,1754,1478,1127,1194,2305,2463,2295,1497,2272,2759,2569,1810,3052,3386,3198,2752,3296,4553,3915,3615,4834,4833,5350,4542,3644,5431,4756,3851,6055,7145,6104,6169,7935,7603,4874,7336,5051,4966,5254,7941,5474,5812,6119,8500,9620,9964,6962,12007,12384,10808,7988,10410
"494",494,22,26,36,40,64,89,115,87,169,134,172,172,238,217,425,469,574,443,658,471,570,841,563,819,1103,924,1461,1370,1545,1443,1899,1994,1156,1497,2384,2302,1830,2848,1976,2415,2403,3033,2312,2970,3904,4025,3308,4118,3125,3591,2981,4168,4119,3351,3461,5052,3666,6232,6578,6195,5736,4049,4578,5806,6706,7952,6358,6647,4978,6833,8688,6137,8780,10603,8268,11276,10715,8974,10273,7243,11610,9472
"495",495,22,26,35,52,62,69,112,138,109,212,249,166,224,246,365,459,448,492,637,536,874,752,689,1136,667,1198,1446,1491,936,962,1796,2000,1970,1740,2215,1911,1566,2564,2221,3168,1714,2375,3306,3034,2146,3709,2941,3559,3077,3829,4792,3044,4691,3613,5110,4052,6067,4115,3727,5140,4848,4373,4527,4173,4338,7765,5458,9187,5964,5587,8572,10217,5855,7458,10107,6304,9843,8784,10249,10164,11562,11208
"496",496,21,25,35,45,48,78,82,86,177,203,180,227,236,351,392,327,529,436,634,772,745,511,999,885,963,1203,935,1378,1241,1353,1721,1591,1846,1276,2149,1516,1475,1676,2928,1733,2628,2917,2043,3373,3454,2883,2476,4227,3770,2569,4347,3969,3819,4396,5136,5394,4706,4043,6955,6215,5111,4801,7079,5264,5832,4537,7882,7615,5688,6016,5242,9115,8643,9754,8031,9271,11356,7188,8647,11822,10881,12340
"497",497,21,28,37,48,61,68,94,103,144,141,158,307,287,252,349,316,356,345,708,768,866,976,866,607,913,825,1144,1338,1108,1548,1155,1300,1686,1944,2462,1922,2610,1794,2132,1762,1852,3536,2178,2872,3560,2654,4170,2623,3973,4000,3810,4901,5355,3425,5934,6283,3755,6043,6618,5846,5830,5932,4505,7492,6604,7824,6952,6903,6153,5922,6877,6039,8128,9456,10355,7445,9947,10231,8647,11487,9581,12096
"498",498,21,28,38,42,48,83,71,143,144,138,192,300,251,354,405,396,332,606,494,595,497,506,950,915,975,1090,897,1292,1601,1260,1771,1233,1636,1300,1768,2509,1759,2648,2960,3207,2326,2707,2899,2341,2708,3791,2862,2443,2644,4795,2692,5183,5314,3605,5539,4362,3478,3800,6039,4422,7219,5908,5145,5808,8343,8243,5553,5386,6610,8082,9600,7361,9061,10520,9024,9322,10073,11351,9985,11235,13089,12273
"499",499,22,25,33,36,48,80,78,108,126,204,175,220,261,310,330,474,579,607,670,813,648,782,867,925,1173,1297,875,1408,1371,1651,1936,1380,1763,2134,1368,1802,2020,2842,1617,1845,1968,2310,3061,2438,3286,3426,2676,4489,4320,4819,4777,4207,5332,3045,5799,5651,5544,3989,3546,5822,5862,7562,5843,7925,4715,6590,8354,7726,5948,9050,9471,10221,7061,10445,7596,6165,10184,8351,6827,11658,7598,11281
"500",500,22,27,34,52,61,90,113,144,170,152,156,167,247,387,273,278,453,617,436,757,836,712,667,861,949,1247,940,1292,953,1176,1831,1481,1749,2051,2208,2157,2292,1682,2503,1814,1781,2653,3432,3584,3218,2729,3800,2480,4210,3097,4970,3388,4487,5555,5808,5685,5485,6235,5600,6561,6319,6415,5027,7542,5586,6905,4528,5240,5008,7076,8237,7774,8507,10397,9143,7470,10822,11791,8105,11170,11448,10517
"501",501,21,25,36,52,64,75,89,113,171,129,167,278,279,331,462,350,411,593,474,454,810,504,977,902,938,1291,1042,1024,1298,1272,1111,1974,1173,2217,1270,1739,2557,2668,1590,2713,2657,2830,3351,3792,3251,2138,3221,2332,4343,3519,3774,3890,5299,3360,4611,4953,4246,4723,5473,3947,5370,4252,5141,7400,6871,6354,8367,5756,8366,5307,7614,7888,5480,8482,6747,5958,7344,11798,7542,6900,9635,12997
"502",502,21,26,32,39,54,91,69,90,164,192,248,284,325,377,410,375,502,591,508,560,722,789,802,796,848,882,1164,929,1159,1021,1125,1167,1354,1220,2141,1396,1648,1982,1667,3206,2801,3124,1903,3108,3010,3588,3133,2504,2664,3512,2876,3866,5467,4277,3195,3750,4119,5697,6254,6662,5073,4306,6559,4887,6373,8327,6077,6588,5186,6338,9521,6287,7682,9533,8224,8679,7415,9495,9594,8805,12982,9656
"503",503,21,25,32,39,66,78,93,102,101,138,260,190,345,374,405,308,473,554,600,531,676,697,895,910,971,1059,783,1084,1021,952,1401,1343,1537,2092,2135,1817,2337,1555,1722,2237,2437,3146,3380,3183,2100,2433,4022,4410,4794,4183,3877,3965,4130,3286,5337,6066,4691,5501,6018,5562,5289,7042,7430,7309,5093,6717,6555,5960,4992,6983,8491,7637,9258,8424,6774,10766,10147,10365,7294,7647,7207,12719
"504",504,21,28,30,40,56,64,75,140,114,184,147,205,319,385,378,323,489,636,646,810,562,832,1057,1011,663,1070,1405,1020,1289,945,1821,1520,1425,1932,2342,2483,1396,1739,1905,2289,2975,2561,3387,3623,2458,2137,2872,2712,4349,4350,3806,4656,3659,5460,4788,5180,4619,3985,3592,4944,7180,7308,5483,6999,5732,6680,6277,5008,4852,7500,5389,7065,5477,7489,8896,10305,8498,11145,8940,7160,8630,9862
"505",505,21,25,35,47,56,69,108,88,165,164,259,277,355,352,343,460,537,569,573,717,652,724,1006,707,747,948,904,1423,1281,1699,1270,1350,1111,1920,2136,1420,2445,2090,2856,2652,3178,2948,3086,3166,2301,2465,3667,3651,3249,3427,2821,4652,3506,4767,3163,3526,5981,6265,4311,5042,5888,7432,4212,4273,7229,6904,8010,8344,5395,7223,8233,7162,7777,6612,5939,8218,6554,7907,8141,10383,6777,10370
"506",506,21,25,36,37,55,83,69,101,168,125,141,188,297,282,292,424,597,645,584,727,748,734,693,1088,1175,849,884,1565,1669,1241,1861,1857,1357,2081,1596,1463,1671,2551,2292,3219,2210,3381,2452,2822,3590,3027,2973,4286,4623,2949,4083,4540,3654,3488,4984,5351,5145,4643,3815,4807,4419,7462,7271,4578,4793,6132,8263,5035,7314,5186,8669,6519,8550,10027,8630,5958,8971,8352,12231,8105,11610,10832
"507",507,21,24,32,41,67,59,113,109,149,134,211,289,260,345,386,330,320,412,540,788,873,633,927,625,818,986,964,1471,1058,1645,1118,1862,1627,1952,1372,1556,2520,2236,3050,1921,2544,2653,1884,2330,3482,3979,3603,2783,2913,3881,3080,4248,4214,4390,4333,6016,4294,5948,6578,5375,4355,4658,5864,5330,8069,5507,4605,7299,9104,9302,8713,8270,5417,6695,6317,7882,9555,7031,12066,8959,11896,8589
"508",508,21,24,32,48,47,73,110,101,123,175,163,198,341,315,402,444,471,469,521,566,676,806,625,1108,832,1111,1036,1427,1265,1454,1382,1592,1739,1865,1662,2037,2323,2670,2144,1865,3063,2050,2323,2971,2937,3965,3489,3163,2482,2695,4751,3298,3172,4577,6025,4401,4630,5019,4565,6845,6063,4114,7148,7254,6675,6761,7813,7325,6372,6997,9664,7247,6442,6932,7163,11211,9591,11402,8256,12455,9595,12347
"509",509,22,24,29,41,49,60,105,112,167,149,209,215,249,385,326,364,513,465,666,494,880,759,761,1093,1013,1193,984,1503,1369,1430,1747,1134,1701,1347,2302,1639,2139,1840,2199,3015,2734,3172,2192,2545,2258,3349,2827,3183,3447,3602,2950,3666,3051,3758,4399,4699,4269,3593,4483,5807,6763,5554,4124,6807,7923,7479,5060,8763,8117,5076,8400,10228,9886,9976,8453,7187,9737,7058,11132,7756,10781,12038
"510",510,21,25,38,44,63,80,118,131,172,177,166,169,202,229,320,500,549,661,432,762,789,542,1008,779,1108,1105,1170,868,1502,1146,1539,1411,1934,1905,2185,1637,1607,2136,2067,2984,3062,3393,2942,2248,2569,2734,3917,2813,3738,2995,2847,4888,2932,5206,3580,5850,5183,4567,3729,7137,7144,5774,6058,4413,5473,7226,5725,6470,6435,5839,7989,7272,9031,8855,7801,11300,8685,6287,11417,10917,7376,6949
"511",511,21,27,29,41,51,58,74,85,176,135,230,272,308,347,306,323,354,623,669,650,836,783,753,1089,980,1049,1279,1500,909,1590,1302,1502,1903,1494,2068,2447,1443,2890,2891,2235,2645,2930,2485,3384,4036,4148,2696,3414,4039,4693,2698,4436,5120,3048,4749,4865,4126,3415,3986,6643,4510,4220,7550,7860,4344,7141,6788,7534,5635,5417,7584,6770,6754,9700,7302,8468,7979,9480,7106,12721,7628,7576
"512",512,21,27,29,49,69,59,88,139,178,182,198,218,298,384,389,375,580,446,568,813,622,630,954,740,721,797,1152,1556,1156,1523,1781,1157,1723,2151,2286,2174,1813,2030,1735,2379,2581,2276,3633,3327,2604,4052,4167,3840,2538,2540,4865,5175,2869,5380,3444,5844,6449,4980,4554,4160,6111,6025,5163,6648,4614,5555,7325,8138,7356,9155,7675,7099,8662,10538,7678,9920,6698,6884,9185,10789,6900,9524
"513",513,21,27,35,39,68,57,117,134,101,127,203,202,311,274,311,350,418,535,616,433,828,936,672,1155,1174,1272,972,1127,1558,1167,1607,1345,1369,1734,1486,2239,2696,1561,2606,2934,2825,3144,3140,2516,2256,3204,3516,2526,3518,3927,3051,5307,3663,4171,3563,5940,3866,4586,3553,4508,5454,5680,6041,7166,5747,7268,8032,7894,5359,5867,6737,7265,10221,6656,9040,9641,11669,8494,9428,8688,9264,9139
"514",514,21,24,33,52,46,89,92,92,169,195,212,208,345,375,319,459,351,571,415,583,571,591,636,1099,1214,844,1426,923,996,1063,1831,1636,1295,1231,1546,1803,1983,2246,2402,2709,3382,3174,1990,3178,4045,2639,2649,2764,3652,2659,5204,4815,5610,3442,5252,6192,3350,5603,6154,6956,5781,7674,7008,5244,6110,8631,7095,8484,5669,7387,7289,10244,10139,10358,6014,11306,11779,7120,7827,8738,8821,10362
"515",515,21,28,34,46,64,90,72,107,176,161,260,192,341,374,462,310,354,440,554,520,568,948,752,639,828,1312,997,1494,957,1793,1786,1690,1312,1940,1423,2596,1939,2484,2719,2897,1980,1883,2915,3248,2891,2629,2527,2438,3173,3083,3257,5212,5273,5800,4652,5004,4672,5595,6228,7068,5955,7689,4068,5645,8445,4504,5135,6427,9125,8646,8562,7438,8305,6913,6616,9513,9530,7647,11549,8913,9645,6756
"516",516,22,26,33,48,62,84,111,122,102,195,192,178,212,334,414,352,556,436,486,517,780,705,919,654,862,1136,1360,1157,1178,1134,1808,1595,1792,1926,1783,1774,2628,1521,1989,2592,2752,3517,2500,3150,2084,3606,2936,3418,4255,3972,5037,3373,4359,3576,4464,5972,4860,6133,5458,6895,4449,6220,5110,4510,5537,6591,7933,5553,4908,6154,5441,9928,6025,7545,10568,10553,7949,10123,8612,10707,9762,9760
"517",517,21,25,33,39,58,71,110,89,165,151,254,232,345,375,412,439,543,633,391,511,481,566,912,677,1029,1319,1204,1130,1092,1519,1213,1845,1187,2182,1303,1996,1821,1817,2663,2176,2283,3265,2586,2277,2970,4126,2904,3468,4056,4821,3897,4863,4576,4231,3383,5995,4199,6383,5540,6184,5506,5837,6989,5835,6419,4834,8965,8493,7808,5828,6876,6696,6449,8182,5827,6958,8401,10897,9899,11324,6965,9506
"518",518,22,25,32,39,69,61,94,133,145,185,253,256,316,388,272,283,425,431,434,526,575,822,1057,756,888,1002,1115,825,1467,1233,1596,1448,1485,1234,1470,2354,1715,2096,2307,2004,3211,2803,2798,3046,2471,2524,4394,4476,2670,3405,4701,4987,4755,3995,4346,5768,4473,4394,4282,4732,5708,5677,4532,5102,4587,5837,8604,7033,9418,9466,7097,8526,7018,8961,5792,8003,9581,11393,8092,9324,7180,11021
"519",519,22,27,33,45,61,77,102,116,180,210,239,237,323,372,357,515,500,450,449,563,738,928,804,638,918,703,1289,911,1428,1105,1312,1606,2148,1635,1535,1588,2307,2558,2238,2632,2031,2386,3494,3009,4019,3062,2838,4505,3108,3274,3539,4924,4729,5455,4307,5323,5388,6235,6497,4518,7205,4226,5287,5777,4866,6868,6579,5725,8478,5367,7595,9629,7883,9403,8187,11457,11427,9160,7901,11850,10162,13038
"520",520,22,27,31,39,56,73,79,145,163,127,166,204,234,366,343,351,546,538,406,642,852,784,940,1063,1030,922,914,819,1645,1811,1147,1329,1550,1265,1383,2589,1810,1932,2302,2175,2710,3019,3555,2539,2774,3499,2572,2832,3795,3986,3506,5030,5065,4520,6022,4373,5402,5332,4651,6984,6063,4943,6743,7136,4531,5870,6791,6351,7675,7684,6559,9568,5810,10960,6931,9295,11801,7232,11100,10390,10044,11813
"521",521,21,28,32,51,63,60,86,116,182,196,145,230,287,230,363,494,486,394,629,773,622,769,813,759,872,1285,761,1181,1543,1176,1858,1192,1787,1342,2031,1729,1588,1794,1571,2873,2938,2287,2585,2838,2136,2227,2315,3915,3932,3917,3053,2742,4526,5249,4549,5158,4502,5821,6899,3962,6370,6319,7774,7273,6013,4989,8296,5292,6638,6430,8054,7963,7551,10182,8132,8113,9581,6211,10043,9437,7477,9151
"522",522,22,24,38,40,48,68,73,129,144,177,211,248,236,260,284,339,581,406,641,542,792,792,620,876,753,857,1083,875,996,1174,1227,1947,1737,1818,1953,1564,2555,2640,2554,2811,2823,2064,3493,2586,3606,3914,4420,3771,4056,3091,4167,3765,3486,3983,4138,4956,5960,6347,3898,6824,6223,5217,5369,6941,5939,6560,8334,4908,8353,7843,8816,6212,9779,8226,6947,9457,9065,11055,11073,10358,10530,9550
"523",523,21,28,35,52,56,83,109,147,167,200,222,228,224,353,304,415,557,472,707,494,484,867,733,861,1094,896,1272,1059,1054,1637,1676,1055,1893,1466,2412,2360,2036,2694,2290,2212,2317,3318,3219,3117,3089,2261,2490,3072,4472,3195,4121,5224,5139,4928,4772,3178,3404,5371,6386,4125,6897,6359,7754,8049,4901,5861,4759,5416,5039,8943,5741,5579,10502,7500,6089,7619,9195,12004,8488,10108,9106,10473
"524",524,21,25,37,44,63,73,92,92,126,191,144,281,257,353,373,442,361,407,586,518,749,986,1045,850,1054,1094,951,1503,946,1793,1420,1494,2137,2051,1712,1632,1712,1800,2866,2059,2685,2319,3652,2472,3475,2398,2841,3680,4276,3736,2798,5160,3327,4995,3737,5779,6364,4925,6392,4208,4031,7659,7312,7584,6800,5951,6189,7130,7719,7234,9549,7601,7261,10641,11071,7866,11376,11477,7924,8476,10564,6916
"525",525,22,25,29,49,70,70,118,99,172,136,203,243,279,337,261,360,533,354,418,812,466,634,718,834,1105,1045,1452,1454,1492,1163,1778,1162,1463,1975,2067,1559,1695,2687,1764,2927,1866,3399,2163,2050,2137,2688,2608,3592,4698,3992,4976,4801,4512,5191,3895,3765,4324,5123,6852,6408,6544,6807,4456,7675,7897,8582,5461,4651,7171,9435,9022,10050,9534,9915,10616,9385,9816,12126,8572,11133,10213,6800
"526",526,22,28,38,40,51,63,117,134,172,130,144,182,245,308,433,529,405,538,656,608,792,652,691,1122,1064,1079,1435,1545,1014,994,1169,1950,1468,1714,2073,1686,2747,2583,1541,2119,3173,2311,2482,2900,2299,2181,2450,2385,4453,3921,2796,3935,4384,4326,3261,6191,4065,5611,5965,4619,6550,7169,5716,6505,4584,5126,8173,4693,5836,5966,9070,7795,9660,6449,8381,9996,7721,9458,7922,8327,8818,11703
"527",527,21,27,37,39,61,61,79,109,147,186,226,240,232,279,287,359,411,639,641,531,820,874,899,1101,1158,1287,1459,1138,1652,1284,1902,1724,1949,1523,1338,2328,1702,2691,1794,2198,2985,2810,2390,3842,3889,3794,3722,4273,2647,3115,4521,4108,4731,3906,3164,4198,5695,4357,3820,6418,6228,4984,5194,7324,5485,8482,8482,9244,8284,8121,10096,8130,9241,6117,7699,9597,11354,6399,9134,10576,11726,10172
"528",528,22,24,38,40,64,60,85,89,161,188,226,307,267,288,431,519,437,552,434,568,599,629,950,616,1179,1233,1308,1388,998,1571,1171,1772,1212,2140,1907,2429,2141,2566,2829,2522,2540,2607,2906,2704,2833,4143,2396,2746,2881,4733,2858,3658,5160,4617,4040,6239,4612,5746,3653,7054,6180,3927,7268,6835,7285,6759,6968,7796,6147,8237,6922,8901,5759,7435,11200,10788,8942,10417,7638,8725,10723,7788
"529",529,21,27,35,50,68,69,94,90,165,124,212,226,348,371,388,439,475,636,639,691,782,960,884,1096,1130,1272,1143,1483,879,1816,1358,1082,1520,2314,2248,1587,1710,1796,2512,1853,2804,3031,2875,3545,2883,2225,2775,4024,4210,2895,4200,4829,5141,3571,3466,5348,4672,4802,4786,6979,5317,4544,7038,5204,7450,6864,5698,5702,7100,5905,9931,8362,9731,6996,6858,8340,6282,11089,9741,9958,6945,13100
"530",530,22,28,34,44,53,89,111,144,122,196,254,190,287,391,355,291,336,369,542,706,770,932,873,672,1096,807,1388,1480,963,1034,1471,1352,2104,2127,1612,1389,2577,1560,2132,2095,3370,2956,2652,3487,2592,3386,2489,3142,3763,4567,3925,5013,5030,3909,3221,4874,5206,5461,5873,6731,6847,7107,7735,7216,5910,6437,7044,7517,8169,7846,8161,8059,8657,10830,11129,11271,6547,7234,7109,10108,8866,9843
"531",531,22,27,29,48,61,76,85,87,153,150,261,277,292,270,303,352,324,581,494,736,835,576,623,678,653,1060,826,978,1116,1485,1687,1093,2172,1452,1963,1489,1442,1893,2239,2498,2629,2526,2578,2710,3205,3214,4123,4253,4115,4950,4578,3084,4758,5380,3330,5180,4647,6073,4093,5052,6696,7000,7503,6219,7204,6743,8055,7004,6343,5348,9771,9465,9354,10483,7140,8614,11412,9209,11001,11686,12914,9736
"532",532,22,25,32,50,45,65,77,121,124,200,227,259,202,256,361,467,461,360,480,755,570,877,898,683,1188,1090,1166,1127,1056,1126,1285,1094,2181,1298,2002,2336,2390,2440,2693,2222,2354,1978,2251,3436,3281,4187,3457,4343,3106,3209,2713,5059,3207,4054,5618,5053,4032,6560,4229,5077,6540,6114,7227,7195,6914,7477,7384,6752,5410,5198,5105,5783,9483,8341,10343,8268,7070,10885,8648,10582,8448,6973
"533",533,22,27,35,39,62,76,118,109,145,183,165,210,218,364,433,353,426,668,673,485,656,725,964,634,884,876,1300,871,1433,1302,1920,1175,1131,2153,1841,1320,2703,2385,3062,3079,2841,3329,2696,1956,2771,2776,3617,3035,2592,4317,5156,4571,2894,5200,5992,6011,5338,3822,5343,4263,6962,6412,4061,5641,6986,7292,6542,4903,4847,7521,9349,7449,5387,6942,9770,6858,10156,7600,6806,9203,6792,7998
"534",534,21,28,29,43,64,74,76,104,146,169,146,184,280,369,389,495,553,618,436,436,828,687,773,1084,726,1203,933,1468,1135,1177,1242,1580,1997,1576,1692,2303,2542,2358,1742,2798,2550,2124,3303,2038,3671,3720,2569,2603,4452,4654,3742,5283,5086,4193,4533,3479,6152,4632,5381,6206,5428,4787,4460,5909,6831,6459,6332,8423,7295,6921,9164,6233,8483,7095,11068,7034,9206,11546,10680,12763,10382,12719
"535",535,21,28,31,46,49,84,109,130,182,142,144,235,246,384,278,474,419,346,559,420,690,632,951,860,1192,1231,819,1424,1381,1128,1264,1235,1502,1813,2026,1399,2598,1562,2969,2480,3363,2785,2813,2090,3789,3214,4328,4417,3852,3532,3462,2963,3233,5294,4868,5433,5300,3436,4928,5291,5980,7667,7447,7438,7140,5449,5632,5549,8570,6354,5581,6897,10115,8830,10526,6263,9980,10508,7841,6970,12088,13170
"536",536,21,28,37,38,45,66,100,142,112,169,142,299,296,246,394,492,573,460,404,751,780,598,583,684,871,881,1312,1382,1361,1369,1613,2043,1783,1370,2302,1942,2060,1565,2700,1876,2078,3454,2382,3736,3245,2960,2529,4062,3904,4995,5169,5157,5232,4941,3244,4132,3759,6435,6400,6698,6821,7264,6659,4238,8084,4458,8148,5566,5678,6463,9104,10319,7048,9176,9943,10982,10214,11289,9491,12211,9626,9947
"537",537,21,28,37,50,64,71,73,118,171,154,156,167,306,293,454,325,472,405,652,727,589,883,615,828,1131,946,1387,1428,1674,971,1520,1553,1508,1475,1653,2502,1696,2530,2706,1732,2154,2442,3388,2984,3909,3322,3830,4026,4496,3170,3539,3056,5470,5748,3723,3964,4485,5992,6211,4165,6414,7400,6349,4796,5975,5722,6927,7016,7215,7965,5078,8153,5514,5964,5850,6824,9346,6508,7360,7583,8785,12742
"538",538,22,26,30,40,68,82,81,144,169,126,237,242,336,344,411,445,503,558,487,645,752,792,982,860,723,724,1207,1503,974,1213,1851,1136,1871,1910,2324,1831,1456,2102,2791,1863,2581,2708,2079,3801,2065,2580,3884,3260,4628,2659,2973,2780,3015,4206,4571,4213,6166,4744,4538,4914,6091,4428,6240,4826,4503,5654,6501,5103,5508,6687,9292,5627,7388,6065,6584,9786,10226,8215,12270,11314,12464,9322
"539",539,21,28,31,47,45,65,85,147,143,158,245,280,311,325,422,357,535,524,404,610,542,592,871,995,1074,1098,1240,1047,1509,1252,1779,1934,1692,1545,2311,1953,2546,2108,3050,2992,3365,3108,3494,3750,3056,4048,2502,3250,3508,3958,4863,4771,4261,5421,3110,3589,4839,4066,6257,7145,7452,7468,6925,5725,6771,8579,6463,9242,9418,9086,6912,9713,7647,5569,9101,9667,6429,11093,10021,9239,9159,8294
